objid,source_id,ra,dec,pmra,pmdec,ref_epoch,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_g_mean_ABmag,phot_bp_mean_ABmag,phot_rp_mean_ABmag,phot_g_mean_ABmag_err,phot_bp_mean_ABmag_err,phot_rp_mean_ABmag_err,AbsMagG,AbsMagG_err,BpRp,BpRp_err,SDSS_u,SDSS_u_err,SDSS_g,SDSS_g_err,SDSS_r,SDSS_r_err,SDSS_i,SDSS_i_err,SDSS_z,SDSS_z_err,SMSS_u,SMSS_u_err,SMSS_v,SMSS_v_err,SMSS_g,SMSS_g_err,SMSS_r,SMSS_r_err,SMSS_i,SMSS_i_err,SMSS_z,SMSS_z_err,PS1_g,PS1_g_err,PS1_r,PS1_r_err,PS1_i,PS1_i_err,PS1_z,PS1_z_err,PS1_y,PS1_y_err,DES_g,DES_g_err,DES_r,DES_r_err,DES_i,DES_i_err,DES_z,DES_z_err,DES_y,DES_y_err,2MASS_j,2MASS_j_err,2MASS_h,2MASS_h_err,2MASS_k,2MASS_k_err,GALEX_fuv_mag,GALEX_fuv_mag_err,GALEX_nuv_mag,GALEX_nuv_mag_err,WISE_W1,WISE_W1_err,WISE_W2,WISE_W2_err,TESS_T,TESS_T_err,mask
89,3198881613315343872,66.8829336668932,-7.133932548985688,163.41392722735975,40.23663452591437,2016.0,16.735083,16.92497,16.412466,25.167050345917634,0.058514338,3809.901263298575,1.94587,2319.6820453798623,8.474188,2158.5985070029806,7.59035,16.848754004510276,16.940404933846615,16.76854334551264,0.002807457292138673,0.0045793001925607275,0.004146893120027101,13.852916093914487,0.005764211389736478,0.17186158833397228,0.006171946575345313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.452,0.0354,17.2842,0.0162,16.8941,0.0067,16.7556,0.0082,16.755,0.0084,16.8212,0.013,16.9044,0.0049,16.7539,0.0035,16.7501,0.0027,16.8093,0.0036,16.8386,0.0138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.162,0.079,17.446,0.119,17.465,0.218,-1.0,-1.0,19.4605,0.0802,18.646637907705564,0.02018086106955334,19.14122675824526,0.06387521112925845,16.483,0.006,0.0
117,2885703558846874624,91.13337438766847,-36.852132582096786,-16.647389282963957,-112.17728801186423,2016.0,17.266516,17.425013,16.99183,19.094227674423596,0.062362727,2335.286666900599,1.8954891,1463.5639089623915,7.897463,1265.9770019107216,8.929624,17.380189539292342,17.44045196519754,17.34798681119652,0.0028909720863945195,0.006306586582866698,0.007813953013785744,13.78467772608181,0.007656521716031835,0.09246515400101947,0.010025590160651939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.8429,0.0405,17.7387,0.0288,17.3866,0.0169,17.2973,0.0142,17.3333,0.0106,17.4458,0.0218,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.423737,0.00072572374,17.310766,0.0006739667,17.351803,0.00074138603,17.434875,0.0009664976,17.528133,0.0026612505,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.442623614843562,0.03209560968389138,20.145906517969305,0.12493128154326166,17.069,0.006,0.0
179,615733593956317568,150.45412521332068,14.689990879643133,-338.703141161246,11.331797181997137,2016.0,15.307651,15.505647,14.96523,51.53569858284947,0.036321424,14186.871590414363,5.988262,8573.504408278031,22.003122,8185.893328218606,8.775649,15.421320521651333,15.52109087450058,15.321324791935698,0.002789320565258144,0.0036129927092041643,0.0019652733924811166,13.98186012220094,0.0031866366527988064,0.19976608256488296,0.004108002370294325,16.06461,0.02503098,15.52007,0.02058304,15.32434,0.02291966,15.26983,0.0103295,15.3383,0.01344164,16.118,0.0393,15.9637,0.0474,15.4832,0.0172,15.3642,0.0189,15.3201,0.01,15.3643,0.0155,15.5219,0.0036,15.334,0.0015,15.30151147891084,0.0029599572877737376,15.36053297297297,0.01384216216216201,15.349176470588237,0.004894117647058719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.607,0.036,15.914,0.055,16.314,0.079,22.1485,0.4784,17.9586,0.0465,17.242818115820956,0.007456873913486852,17.87160907479574,0.023774956085561204,15.042,0.006,2.0
186,3763445409285757824,164.39272990821704,-7.522698907313,-816.9845553873879,91.29802255442999,2016.0,14.239208,14.391698,13.9645605,81.50828167584473,0.024058733,37954.52626075529,23.55664,23918.71779826987,28.658396,20574.73129129785,23.574259,14.352877661879393,14.407118348848908,14.320653620670983,0.0028336739406443867,0.002641829841066962,0.0020122968993074217,13.90888658360318,0.0029039218967706407,0.08646472817792261,0.0033186277853532705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.860080856295971,0.0179,14.71840017481918,0.0204,14.352457485007019,0.0111,14.273710801548802,0.0114,14.296817448583344,0.0099,14.382919130825671,0.0169,14.389038694792355,0.0050833882663148845,14.286473378352055,0.0006602168690345129,14.3016417044782,0.009846123495758398,14.377679032803519,0.0036219141021305223,14.45158327100964,0.011550324739224278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.68,0.029,15.07,0.032,15.334999999999999,0.038,-1.0,-1.0,-1.0,-1.0,16.619977014623316,0.005051410413713093,17.328415239498945,0.015920628082610792,14.042,0.006,0.0
197,3586859340739311488,173.40364819447706,-11.091843963321526,-192.26810729707643,-59.88774026637233,2016.0,16.555222,16.595856,16.473211,15.07878968385896,0.060040202,4496.333085118823,3.168646,3141.048984290179,14.34666,2041.143085949146,11.005432,16.668890745934974,16.611287693636054,16.829329468907073,0.002854536672220219,0.005454984397439866,0.006039165788564437,12.560676732526934,0.009093360484339416,-0.218041775271014,0.00814058883957434,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.7097,0.0178,16.6719,0.0169,16.5762,0.0079,16.6466,0.0144,16.8191,0.008,17.0204,0.01,16.5674,0.0028,16.6606,0.0016,16.7975,0.0037,16.9544,0.0042,17.0758,0.0094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.458,0.126,17.651,0.188,-1.0,-1.0,19.776,0.1246,17.6086,0.0232,19.35564668147032,0.04048797387393967,-1.0,-1.0,16.547,0.006,0.0
200,3490527755479959936,177.58339167883256,-25.893723018809858,-108.72800711885847,-124.91095028400744,2016.0,16.290762,16.485447,15.96321,34.04983611431383,0.046802893,5736.431039000045,2.5839076,3477.268109527003,13.451782,3264.9312016859153,9.227009,16.40443478399644,16.500885445104228,16.319291171793203,0.0027937833715697604,0.004778046892744534,0.003474822214776902,14.06498965843974,0.004073984825558352,0.18159427331102868,0.005899080722773308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0822,0.0144,16.8765,0.0161,16.455,0.006,16.3142,0.0084,16.3075,0.007,16.3767,0.0109,16.513,0.0022,16.3178,0.0024,16.2923,0.0024,16.3562,0.0066,16.392,0.0058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.618,0.071,16.861,0.115,17.332,0.233,-1.0,-1.0,19.7136,0.133,18.27597013741621,0.015807549350846696,18.997057452513815,0.06300642649970092,16.035,0.006,0.0
208,3519617951228451328,185.80663919870523,-18.870232205389737,24.745040764430485,-97.12414518420205,2016.0,16.451372,16.5228,16.314734,20.759143492947338,0.05658932,4947.642018974783,3.4418373,3359.6700306322123,10.906664,2361.917580033606,10.617208,16.565038316420182,16.53825657316516,16.670852574487345,0.0028540018147319123,0.004206242824078463,0.005123386198570134,13.15105828952714,0.00656277336133978,-0.1325960013221871,0.006632704520295602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.7303,0.018,16.6421,0.0267,16.4919,0.0078,16.5448,0.0307,16.6667,0.0061,16.8152,0.0088,16.5089,0.002,16.5277,0.0056,16.656,0.002,16.7739,0.0081,16.8724,0.0033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.5271,0.2856,17.7541,0.0251,19.105398359604386,0.03316615751004824,-1.0,-1.0,16.399,0.006,0.0
213,3528871819044810368,190.48175700844206,-13.584461293813927,-272.0029023029287,-174.62196469605982,2016.0,15.721505,15.811216,15.544665,27.819860007335123,0.047510855,9690.465622779084,4.529948,6470.38933878442,12.650464,4800.563355189349,10.355354,15.835179231009485,15.826639914168679,15.900765397902706,0.0027957912408981757,0.0031282887512050763,0.0028194373624409273,13.05696017687896,0.004651586465883496,-0.07412548373402403,0.004208334061506667,16.09429,0.01787825,15.82092,0.01659309,15.78447,0.01542388,15.88604,0.01810936,15.95385,0.02546169,16.0526,0.0224,15.9794,0.0302,15.775,0.0075,15.7697,0.0121,15.8784,0.0071,16.0059,0.0087,15.811178048780487,0.0032,15.7941,0.0023,15.8799,0.0044,15.9974,0.0028,16.0586,0.0084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.422,0.051,16.741,0.108,17.209,0.195,-1.0,-1.0,-1.0,-1.0,18.08889532951649,0.014069645745557217,18.560457761212493,0.04375452449935765,15.617,0.006,0.0
216,1540371883066128768,191.39854094141336,42.63994807144489,18.94541025942017,-53.884973114782035,2016.0,17.085533,17.155296,16.96097,14.09947600828709,0.07265448,2758.8851558231604,1.7187136,1876.2843195181028,6.8140984,1302.4776733695824,9.952899,17.199202374312236,17.170716009091862,17.317140903925356,0.002829286577376621,0.004568150571967498,0.008480220873182448,12.945172658666396,0.011571147681760017,-0.14642489483349397,0.009636751129102032,17.31769,0.01743255,17.14323,0.01700236,17.18357,0.01861387,17.28648,0.01463756,17.45528,0.02027759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.1322,0.005,17.1633,0.0041,17.2909,0.0039,17.4306,0.0042,17.5221,0.0089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.2963,0.0318,19.68679126137065,0.04118657160436212,-1.0,-1.0,17.031,0.006,2.0
217,3530520910392199680,192.1169202934096,-10.483153924976504,-105.13779032993877,-95.8383603149011,2016.0,16.81184,16.966652,16.535793,25.18422790417247,0.0630287,3549.8579707313147,2.1131082,2232.317024228094,9.140943,1926.817862303971,9.176493,16.92550687351617,16.98206531664204,16.89192288372961,0.002826723563160579,0.005014205020597863,0.005396801369951017,13.931145815758242,0.00612270220406864,0.09014243291242939,0.007364485426142877,17.43118,0.03491173,16.96873,0.02355105,16.85263,0.01472642,16.86797,0.01422362,16.91735,0.0216057,17.3936,0.0189,17.2981,0.0214,16.9282,0.0103,16.8302,0.0188,16.8766,0.0087,16.9564,0.0133,16.9684,0.003,16.8494,0.0044,16.8787,0.0019,16.9439,0.0028,17.0235,0.0087,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.236,0.095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.678877395407547,0.05495933756456032,-1.0,-1.0,16.618,0.006,0.0
